profile_id,profile_picture,friend_count,post_count,account_age_days,likes_per_post,comments_per_post,shared_links,about_section,suspicious_activity
P05537,0,209,641,2303,25.72,7.52,44,1,0
P05538,1,3467,985,2581,10.69,0.86,94,1,0
P05539,1,930,82,2469,9.4,11.79,56,0,0
P05540,1,4584,41,2993,47.67,7.07,20,0,0
P05541,0,3943,155,1638,40.89,6.85,22,0,0
P05542,1,4696,668,3009,0.59,11.29,76,1,0
P05543,1,4869,452,2860,13.43,18.44,25,1,0
P05544,1,877,618,2934,10.26,5.34,88,0,0
P05545,1,4795,283,2311,7.36,7.59,71,0,0
P05546,0,2499,187,2795,34.87,17.82,29,0,0
P05547,0,2523,616,2880,28.34,17.9,68,0,0
P05548,0,4351,623,232,22.7,4.69,23,0,0
P05549,0,391,473,2727,9.47,14.13,73,1,0
P05550,0,3902,506,232,13.88,8.31,82,0,0
P05551,0,2321,132,3588,17.81,18.72,63,1,0
P05552,0,4940,270,3116,39.27,14.64,34,0,0
P05553,1,3981,621,557,49.46,9.89,21,0,0
P05554,1,138,72,2960,9.2,16.35,38,0,0
P05555,1,102,927,2728,17.08,19.96,54,1,0
P05556,1,483,435,1949,14.01,8.94,6,0,0
P05557,0,4319,857,1459,2.2,7.47,61,0,0
P05558,1,4073,292,334,10.96,12.14,38,0,0
P05559,0,1848,654,2451,45.08,13.66,19,0,0
P05560,1,1884,936,3235,42.14,14.09,55,0,0
P05561,0,3205,771,255,8.38,9.47,95,0,0
P05562,1,2161,756,1089,18.31,6.65,65,0,0
P05563,0,1464,436,3067,15.54,16.44,14,0,0
P05564,0,643,995,2988,7.39,19.17,73,0,0
P05565,1,3436,851,771,31.11,17.28,20,0,0
P05566,0,4553,666,945,27.86,13.65,78,0,0
P05567,1,610,660,1111,21.35,7.2,33,0,0
P05568,1,4302,59,3311,42.77,12.45,34,0,0
P05569,1,1543,597,310,30.99,2.02,4,0,0
P05570,1,3539,703,1594,12.96,10.68,55,0,0
P05571,1,1466,326,2729,18.69,15.62,82,1,0
P05572,0,916,942,1281,7.51,5.02,6,0,0
P05573,1,1181,181,1581,29.57,10.03,52,0,0
P05574,1,2146,798,3585,29.33,1.47,43,1,0
P05575,1,2272,784,3505,43.51,16.77,57,1,0
P05576,0,851,766,2176,42.79,7.0,41,1,0
P05577,1,4536,433,2828,41.85,11.64,99,0,0
P05578,1,719,518,2373,27.45,7.57,17,0,0
P05579,1,4680,637,789,32.6,11.95,5,0,0
P05580,1,2014,82,2064,38.78,14.88,3,1,0
P05581,0,3472,27,2746,4.58,6.54,68,0,0
P05582,0,3642,265,3056,15.03,10.39,13,1,0
P05583,1,3870,282,341,8.45,15.9,40,0,0
P05584,1,63,396,1002,25.57,13.76,46,0,0
P05585,1,4863,961,837,41.88,1.14,96,0,0
P05586,0,559,981,627,11.54,11.38,52,0,0
P05587,1,1733,762,2818,36.55,7.53,20,1,0
P05588,1,669,979,2925,20.29,14.18,12,0,0
P05589,1,3894,699,1272,45.15,0.33,65,1,0
P05590,1,1542,382,709,31.34,6.61,14,1,0
P05591,0,1271,810,2896,48.83,1.73,79,0,0
P05592,1,2415,580,738,12.28,18.41,98,0,0
P05593,0,2791,318,2224,46.2,17.53,44,1,0
P05594,1,4713,837,1778,17.85,19.36,83,0,0
P05595,0,3054,610,945,31.1,12.87,64,0,0
P05596,1,2458,192,2404,8.73,16.14,45,1,0
P05597,0,3065,226,494,37.99,12.24,2,0,0
P05598,1,1163,450,34,48.91,9.84,16,0,0
P05599,1,4559,181,1430,39.37,16.68,16,0,0
P05600,1,2749,931,1991,30.79,15.52,83,1,0
P05601,0,1948,326,817,22.41,14.67,19,0,0
P05602,0,59,604,9,17.26,17.88,3,0,0
P05603,0,3102,654,985,20.95,18.57,74,0,0
P05604,1,332,202,1737,16.41,8.91,14,1,0
P05605,0,4171,401,2578,41.64,5.66,56,1,0
P05606,1,189,643,1558,44.66,10.24,44,0,0
P05607,1,3560,471,2142,47.48,1.86,26,1,0
P05608,1,295,778,2623,20.92,18.76,87,0,0
P05609,1,2548,645,449,27.31,19.68,19,1,0
P05610,1,176,889,1243,28.84,13.05,78,1,0
P05611,0,799,178,3065,32.55,14.92,5,0,0
P05612,1,805,697,2143,0.12,6.47,17,0,0
P05613,1,1742,955,864,42.13,17.33,85,1,0
P05614,0,214,17,1800,13.41,18.01,48,0,0
P05615,1,1879,462,3452,23.61,1.54,84,0,0
P05616,1,2700,834,2716,42.08,2.63,23,0,0
P05617,1,596,912,206,49.84,5.22,80,0,0
P05618,0,1717,608,1809,39.74,14.07,10,1,0
P05619,1,1355,545,849,1.24,3.67,17,0,0
P05620,0,4223,925,245,18.44,4.4,34,0,0
P05621,0,1292,402,1734,12.36,7.64,54,0,0
P05622,1,2598,392,1997,48.21,12.23,94,1,0
P05623,1,3437,935,3581,13.21,19.53,27,1,0
P05624,1,4714,299,2931,47.17,15.68,87,0,0
P05625,0,141,350,2130,46.88,11.17,35,1,0
P05626,1,3216,186,316,41.97,0.99,23,0,0
P05627,1,2839,346,2692,4.9,10.34,32,1,0
P05628,0,4340,622,3176,0.1,4.08,93,0,0
P05629,1,3513,408,2417,39.69,6.0,36,0,0
P05630,0,2750,758,2796,42.16,5.02,12,0,0
P05631,1,1714,70,1719,48.11,6.95,15,0,0
P05632,1,1135,820,2677,10.92,1.25,42,0,0
P05633,0,3721,943,2227,36.66,11.54,72,0,0
P05634,0,1909,326,1806,25.95,0.92,49,0,0
P05635,0,2247,211,2649,16.42,13.21,12,1,0
P05636,0,4516,308,599,30.31,14.62,70,1,0
P05637,1,4102,107,1106,27.41,9.72,34,0,0
P05638,1,1548,176,1555,14.61,15.63,89,0,0
P05639,0,2639,426,840,13.42,19.35,72,0,0
P05640,0,4766,739,3572,24.33,6.8,34,1,0
P05641,1,4511,530,347,23.7,12.38,23,0,0
P05642,1,2831,833,1295,15.1,6.47,96,1,0
P05643,0,1006,417,330,13.19,8.87,84,0,0
P05644,0,3221,247,609,47.72,0.42,52,0,0
P05645,1,3062,208,1944,43.12,1.49,85,0,0
P05646,0,4523,215,743,40.84,15.95,38,0,0
P05647,0,3052,712,568,10.71,2.8,18,0,0
P05648,1,4429,437,1684,9.46,13.98,43,0,0
P05649,1,2319,768,2436,40.47,14.18,45,0,0
P05650,1,3539,617,970,9.23,19.92,44,0,0
P05651,1,2366,987,746,25.18,13.91,31,0,0
P05652,1,526,310,2184,11.07,2.57,4,1,0
P05653,0,2807,782,1764,18.9,12.53,75,0,0
P05654,0,1195,382,1384,42.67,10.48,5,1,0
P05655,0,1753,980,2329,44.57,18.35,81,0,0
P05656,0,1672,270,1225,49.83,13.8,6,1,0
P05657,1,2028,120,1018,47.2,10.37,82,0,0
P05658,1,1654,406,2791,33.56,12.48,14,0,0
P05659,1,4549,244,2578,21.59,8.87,72,0,0
P05660,1,4841,65,15,2.88,10.17,19,0,0
P05661,0,4041,941,3052,30.41,14.45,58,0,0
P05662,0,847,227,567,10.53,1.57,83,1,0
P05663,1,867,881,3185,42.51,12.31,3,1,0
P05664,1,773,136,2024,27.44,1.76,73,1,0
P05665,1,542,193,3139,36.68,17.1,39,0,0
P05666,1,4417,705,1613,33.67,18.85,64,0,0
P05667,1,785,657,2077,17.37,15.6,34,1,0
P05668,1,3305,656,1542,37.95,14.36,87,1,0
P05669,0,4635,488,1931,42.17,18.87,43,0,0
P05670,1,2883,583,2711,37.21,4.37,6,0,0
P05671,1,448,353,3046,38.84,4.58,21,1,0
P05672,0,3310,929,2922,18.0,9.62,22,0,0
P05673,1,4585,964,2069,47.18,0.15,64,1,0
P05674,0,1905,703,1454,21.23,19.3,87,0,0
P05675,1,4559,555,3101,44.85,0.65,19,1,0
P05676,0,4409,156,3003,42.89,11.92,31,0,0
P05677,1,3251,957,1702,6.22,7.08,94,0,0
P05678,0,384,475,2707,48.31,2.06,96,0,0
P05679,1,294,15,1433,49.82,0.49,35,0,0
P05680,0,1238,77,3120,30.31,5.25,17,1,0
P05681,0,4857,51,324,39.16,2.13,96,0,0
P05682,1,2816,513,3559,46.68,18.81,32,1,0
P05683,1,1098,503,1321,1.0,4.9,68,0,0
P05684,0,1737,743,2228,46.5,1.88,81,0,0
P05685,0,2189,60,121,31.37,15.39,8,1,0
P05686,1,2765,131,2171,41.42,8.29,41,1,0
P05687,1,1222,381,1476,27.04,16.87,94,0,0
P05688,1,3242,563,265,26.53,16.77,70,1,0
P05689,0,3899,808,27,44.88,19.85,78,0,0
P05690,1,4323,691,1282,25.37,16.08,3,0,0
P05691,0,410,542,2124,23.59,4.28,45,1,0
P05692,0,2999,409,431,30.41,11.73,71,1,0
P05693,1,2945,154,878,25.93,10.53,23,0,0
P05694,1,4786,632,2941,22.31,10.16,71,0,0
P05695,1,877,50,1058,9.03,5.94,68,0,0
P05696,0,786,993,435,19.87,4.2,22,1,0
P05697,1,2109,94,3185,14.1,14.34,54,1,0
P05698,1,1986,687,1085,20.02,2.04,97,0,0
P05699,1,878,522,2099,29.66,0.99,14,1,0
P05700,0,1607,903,2163,30.44,7.62,50,0,0
P05701,0,2403,523,2094,11.93,14.88,49,0,0
P05702,0,70,354,2485,4.22,17.37,46,0,0
P05703,1,2310,44,3483,37.22,10.8,82,0,0
P05704,0,4401,801,100,26.43,16.8,24,1,0
P05705,1,3295,204,1302,22.11,0.51,38,0,0
P05706,0,761,730,2154,6.48,9.11,67,0,0
P05707,1,4683,839,982,20.73,2.67,45,0,0
P05708,0,2121,430,3106,40.91,11.65,71,1,0
P05709,1,3582,255,3048,29.07,18.42,92,0,0
P05710,1,4197,247,2406,4.55,0.14,12,0,0
P05711,0,1629,532,886,16.61,13.36,37,0,0
P05712,1,4288,40,799,48.99,15.85,35,0,0
P05713,1,1085,458,1025,27.23,14.89,36,0,0
P05714,1,2457,789,1515,14.32,0.4,41,0,0
P05715,1,4395,276,1903,45.67,3.48,94,0,0
P05716,0,3266,923,1913,16.8,1.89,18,0,0
P05717,0,453,194,1295,36.5,1.71,36,0,0
P05718,0,2621,70,1167,7.36,14.6,88,0,0
P05719,0,618,269,434,7.82,8.5,64,0,0
P05720,0,636,334,1474,28.07,14.5,84,0,0
P05721,0,2348,584,2651,11.99,7.22,38,1,0
P05722,1,4874,307,2613,2.47,2.34,25,0,0
P05723,1,3036,426,915,46.32,14.37,41,0,0
P05724,0,2249,198,2275,2.8,12.52,61,0,0
P05725,0,2721,75,544,35.87,2.26,52,1,0
P05726,1,2349,786,1237,16.65,18.49,66,1,0
P05727,0,4432,794,647,46.68,6.18,49,1,0
P05728,0,1994,657,2295,49.3,13.09,68,1,0
P05729,0,2820,524,1431,16.77,0.64,28,0,0
P05730,1,1071,874,1076,29.56,8.86,96,0,0
P05731,1,2031,640,1599,38.65,19.29,1,0,0
P05732,0,1249,229,2361,6.17,17.73,17,0,0
P05733,1,1295,84,3445,35.47,4.43,59,0,0
P05734,1,3556,161,36,45.31,17.58,13,1,0
P05735,1,327,396,723,8.93,5.86,39,1,0
P05736,1,796,876,1547,41.94,17.04,63,1,0
P05737,1,2861,370,979,5.78,14.58,29,0,0
P05738,0,4760,562,83,28.42,7.04,28,1,0
P05739,0,2793,214,2947,16.97,18.22,28,1,0
P05740,1,3094,0,1117,23.59,9.71,18,1,0
P05741,1,2977,982,3486,15.03,6.35,89,0,0
P05742,1,962,376,1365,13.03,5.59,57,0,0
P05743,1,1268,411,718,37.16,18.78,39,0,0
P05744,1,372,634,549,11.16,15.17,8,0,0
P05745,0,4380,799,3492,20.42,7.0,76,0,0
P05746,1,2568,199,1371,13.73,5.08,30,1,0
P05747,1,4902,182,2762,11.93,4.23,77,0,0
P05748,1,4742,409,586,31.35,4.89,94,0,0
P05749,1,3693,397,3199,2.27,2.22,14,1,0
P05750,1,1604,215,1864,39.44,9.69,33,1,0
P05751,0,95,751,151,27.31,0.82,61,0,0
P05752,1,4369,348,3593,41.42,0.23,73,0,0
P05753,0,3941,579,1061,10.65,12.36,56,1,0
P05754,1,1200,830,3498,35.47,1.77,20,1,0
P05755,1,3944,593,3176,21.03,16.9,53,1,0
P05756,0,4879,653,2212,3.84,2.13,88,1,0
P05757,1,131,922,2985,37.62,10.85,36,1,0
P05758,1,3115,40,1567,38.11,13.51,39,0,0
P05759,1,1390,750,211,13.55,4.58,19,1,0
P05760,0,1149,2,2573,45.8,17.77,70,1,0
P05761,1,3510,93,741,38.2,9.63,17,0,0
P05762,1,3647,58,2179,15.34,6.31,43,1,0
P05763,1,807,739,3223,11.96,18.02,55,0,0
P05764,0,4839,406,95,22.0,17.17,89,0,0
P05765,1,50,17,1526,14.64,14.19,16,0,0
P05766,1,3208,493,3060,10.85,5.81,41,0,0
P05767,0,55,750,521,19.96,7.8,70,0,0
P05768,0,3664,871,2421,1.29,13.79,27,1,0
P05769,0,743,507,1039,20.07,3.71,20,0,0
P05770,1,4538,585,1702,11.08,9.9,36,0,0
P05771,1,2876,887,2655,13.22,14.75,22,0,0
P05772,1,79,331,17,4.13,13.15,47,1,0
P05773,0,4472,168,3480,29.45,14.4,58,0,0
P05774,1,3940,775,3078,23.6,17.84,73,0,0
P05775,0,2966,671,1719,37.53,19.37,51,0,0
P05776,0,3728,848,3316,49.35,9.17,16,0,0
P05777,1,4536,680,977,5.98,1.2,37,1,0
P05778,0,125,940,878,13.62,16.69,0,1,0
P05779,1,218,205,593,34.12,2.36,74,1,0
P05780,0,947,868,642,11.87,4.39,32,1,0
P05781,1,4373,520,2176,1.51,13.06,94,0,0
P05782,1,594,504,800,5.49,14.91,43,0,0
P05783,1,140,345,454,21.68,13.89,87,0,0
P05784,0,2893,303,1609,21.54,8.77,19,0,0
P05785,0,3055,114,875,48.62,18.36,46,0,0
P05786,1,1630,663,2618,23.3,16.64,68,1,0
P05787,0,876,86,1095,33.9,13.27,41,0,0
P05788,1,4205,94,1013,24.61,8.82,25,1,0
P05789,1,2660,742,3231,13.5,9.28,48,1,0
P05790,0,3390,427,1110,5.27,3.52,70,1,0
P05791,0,4891,697,2448,42.95,15.59,90,0,0
P05792,1,2029,449,461,7.63,17.32,17,1,0
P05793,1,4824,625,3600,4.84,16.55,94,0,0
P05794,1,2552,785,2136,10.69,10.94,8,0,0
P05795,1,3611,975,2870,0.12,16.76,65,0,0
P05796,1,1040,540,2053,3.6,15.81,59,0,0
P05797,0,314,714,944,31.76,16.65,36,0,0
P05798,1,3459,1,83,12.18,19.64,46,0,0
P05799,1,4172,77,3321,16.93,16.2,28,1,0
P05800,0,3025,323,1439,41.76,5.41,97,0,0
P05801,0,2946,742,3143,38.64,16.42,62,0,0
P05802,0,3236,97,2668,24.61,7.51,14,0,0
P05803,0,3680,628,1135,30.65,10.32,8,0,0
P05804,1,4807,109,2219,4.29,15.93,79,1,0
P05805,0,3106,678,698,38.08,6.33,65,0,0
P05806,0,1537,456,1820,25.81,0.52,0,1,0
P05807,0,3872,487,2320,28.55,14.36,8,1,0
P05808,1,1867,808,529,33.28,18.04,56,0,0
P05809,1,4949,966,318,25.01,18.56,55,0,0
P05810,1,1161,370,3153,26.08,15.98,19,0,0
P05811,0,3920,336,1098,24.98,18.7,1,0,0
P05812,1,3882,889,2476,24.84,16.41,0,0,0
P05813,1,2756,598,3531,37.51,0.6,73,1,0
P05814,0,1912,970,2894,21.36,6.99,86,0,0
P05815,0,264,21,3417,0.14,6.72,53,0,0
P05816,0,4428,721,248,30.6,4.38,18,0,0
P05817,0,4915,304,386,47.63,15.96,17,0,0
P05818,1,1302,923,1957,12.85,10.4,23,1,0
P05819,1,1194,271,1890,40.81,16.73,51,1,0
P05820,1,1526,489,362,22.77,12.03,85,0,0
P05821,1,3604,835,3367,32.15,11.81,19,1,0
P05822,1,4394,445,2115,44.54,7.68,10,0,0
P05823,1,2248,931,2485,38.55,15.79,72,0,0
P05824,1,1158,277,3063,44.23,13.66,78,0,0
P05825,0,4367,650,1555,0.48,6.78,59,0,0
P05826,0,4630,852,1806,9.37,19.87,15,0,0
P05827,1,3513,376,3204,21.17,9.26,12,0,0
P05828,0,2078,231,3366,42.39,6.33,52,0,0
P05829,0,1144,744,295,41.92,13.76,5,0,0
P05830,1,68,591,2694,9.26,4.46,24,0,0
P05831,1,3717,425,1991,7.11,16.61,62,0,0
P05832,1,3008,54,2080,41.74,13.61,46,0,0
P05833,1,826,968,1397,27.07,17.4,14,0,0
P05834,1,1169,802,31,31.34,6.58,53,0,0
P05835,1,983,440,554,40.46,17.09,81,1,0
P05836,1,4576,33,304,10.59,10.02,42,0,0
P05837,1,3977,328,792,6.82,1.18,96,1,0
P05838,1,3334,844,1131,42.95,3.88,13,0,0
P05839,1,2340,453,95,5.59,4.35,33,0,0
P05840,1,2015,387,1089,4.41,15.36,1,0,0
P05841,1,1452,763,2568,13.85,4.06,19,0,0
P05842,0,2133,429,229,15.84,11.24,15,1,0
P05843,0,1039,475,2780,12.06,13.05,66,1,0
P05844,0,4723,124,357,37.08,15.48,29,1,0
P05845,1,4213,522,401,48.67,15.68,86,0,0
P05846,0,3466,481,789,9.98,14.35,50,0,0
P05847,0,3026,316,98,39.09,4.26,86,0,0
P05848,1,4257,121,270,2.21,10.87,2,0,0
P05849,0,2747,546,1798,5.95,5.8,76,0,0
P05850,1,4262,580,361,25.76,15.5,50,0,0
P05851,0,4395,312,1187,49.98,14.96,45,1,0
P05852,1,3495,486,2575,47.47,4.59,39,0,0
P05853,1,3855,650,3240,5.6,12.83,28,1,0
P05854,1,561,11,3092,11.98,1.17,22,0,0
P05855,1,2203,124,539,47.29,15.37,16,0,0
P05856,1,3419,810,1865,7.54,15.6,84,0,0
P05857,0,1144,658,2642,37.14,6.94,92,0,0
P05858,0,2699,76,832,0.06,16.13,68,1,0
P05859,0,1551,579,2444,31.59,17.17,84,0,0
P05860,1,4021,717,1059,24.73,3.8,65,1,0
P05861,1,560,235,2542,23.55,7.02,22,0,0
P05862,1,1187,570,313,41.46,5.22,74,1,0
P05863,0,3133,769,2537,4.04,7.49,78,1,0
P05864,1,3411,253,1299,18.87,8.94,22,0,0
P05865,1,1689,903,232,22.3,10.2,6,0,0
P05866,1,4407,405,1639,6.2,0.7,42,1,0
P05867,1,2423,242,3507,4.28,1.1,61,1,0
P05868,0,1369,460,1029,8.98,13.1,33,1,0
P05869,1,580,276,3606,12.05,8.85,50,1,0
P05870,1,976,468,2711,48.3,1.79,43,1,0
P05871,0,4272,219,243,23.78,7.72,69,1,0
P05872,0,4609,224,2288,25.51,9.51,79,1,0
P05873,1,2356,924,2605,35.35,12.71,54,0,0
P05874,1,118,100,3344,34.21,2.37,65,1,0
P05875,1,1542,853,2122,25.14,19.9,95,0,0
P05876,0,4862,633,2330,16.99,9.49,57,0,0
P05877,1,3043,729,1558,16.55,13.62,42,1,0
P05878,1,972,506,86,2.89,18.16,60,1,0
P05879,1,915,586,880,44.98,0.64,37,0,0
P05880,1,1437,330,2977,38.47,12.03,27,0,0
P05881,0,586,236,1172,31.17,10.81,56,1,0
P05882,1,350,993,3221,19.8,1.15,40,0,0
P05883,0,4591,338,3648,29.12,13.86,72,0,0
P05884,1,2562,751,159,24.25,4.42,88,0,0
P05885,1,1870,505,2493,13.7,14.04,49,1,0
P05886,1,272,164,2129,14.93,7.25,89,0,0
P05887,1,2927,845,3078,43.72,15.4,89,0,0
P05888,1,4358,668,2229,31.75,18.84,60,0,0
P05889,1,3439,722,2917,0.07,17.21,68,0,0
P05890,1,3041,932,3013,16.34,9.65,62,0,0
P05891,1,3948,788,1549,17.0,4.51,80,0,0
P05892,1,1764,727,477,35.32,19.85,25,1,0
P05893,1,4290,217,2230,35.02,13.19,25,0,0
P05894,0,1770,744,3385,23.21,7.92,72,0,0
P05895,1,1522,375,1579,47.55,9.63,22,0,0
P05896,0,831,11,2221,43.61,2.56,51,1,0
P05897,1,561,431,2061,43.31,10.11,87,0,0
P05898,0,3540,82,3371,17.41,3.46,72,0,0
P05899,1,4136,430,1960,21.55,7.31,73,0,0
P05900,1,1479,624,2120,20.95,9.84,69,1,0
P05901,1,4466,477,2561,22.01,18.96,3,0,0
P05902,1,1205,782,1745,44.46,12.49,0,0,0
P05903,0,656,706,601,12.46,7.44,5,1,0
P05904,0,3940,368,2390,40.11,2.26,55,1,0
P05905,0,589,652,1419,25.7,14.94,28,0,0
P05906,1,4326,954,1918,12.45,9.34,2,1,0
P05907,1,4904,968,332,26.36,1.36,87,0,0
P05908,1,1371,635,354,9.77,13.14,41,0,0
P05909,0,4574,140,3630,5.41,7.0,8,0,0
P05910,0,3751,719,846,41.91,8.08,80,1,0
P05911,1,3759,626,162,34.97,16.78,58,0,0
P05912,1,2100,717,115,10.25,2.75,37,0,0
P05913,1,1884,455,3474,47.11,6.81,41,0,0
P05914,1,747,501,1102,1.22,7.27,49,1,0
P05915,1,463,402,1470,16.66,0.07,13,1,0
P05916,0,753,952,1906,1.08,16.91,99,0,0
P05917,1,582,287,3079,7.11,16.71,44,1,0
P05918,1,2205,354,1046,9.0,13.24,32,0,0
P05919,0,4114,342,2838,40.52,17.98,19,0,0
P05920,1,4150,148,542,49.65,5.46,33,1,0
P05921,0,4027,209,413,43.37,4.41,66,0,0
P05922,1,4816,111,681,31.76,1.37,83,0,0
P05923,0,3353,653,641,36.15,11.84,66,0,0
P05924,1,2808,975,1432,26.14,9.93,69,0,0
P05925,0,3603,535,668,21.13,16.21,92,0,0
P05926,1,3913,48,2069,34.61,9.63,38,0,0
P05927,1,1419,799,3474,48.66,4.06,42,1,0
P05928,1,2167,330,968,1.44,16.19,94,1,0
P05929,1,2144,364,1704,15.7,9.11,38,0,0
P05930,1,2167,10,1180,16.5,19.12,84,0,0
P05931,0,1560,187,2377,20.71,10.69,43,1,0
P05932,0,1176,508,1045,31.34,2.33,0,0,0
P05933,0,1268,579,1495,25.69,17.02,96,0,0
P05934,1,3587,444,1287,0.94,17.57,49,0,0
P05935,0,1166,89,3374,20.58,8.91,73,0,0
P05936,1,3575,621,2949,30.97,0.52,61,0,0
P05937,1,2841,900,1798,25.24,0.59,89,0,0
P05938,0,1870,675,723,43.6,7.02,2,1,0
P05939,0,3929,992,3536,19.93,14.32,77,1,0
P05940,0,2267,447,3235,0.63,6.62,7,1,0
P05941,1,2886,717,1159,14.24,0.15,47,1,0
P05942,0,159,31,251,6.78,16.97,95,0,0
P05943,0,2658,326,204,12.51,19.37,40,0,0
P05944,1,3763,73,1879,18.1,6.93,35,1,0
P05945,1,4734,250,3373,33.83,1.46,90,1,0
P05946,0,1055,449,3313,16.21,5.83,56,0,0
P05947,0,333,905,2879,44.21,15.98,96,0,0
P05948,0,3596,354,790,14.98,10.85,84,0,0
P05949,1,891,532,1084,6.85,7.68,89,0,0
P05950,1,2987,295,464,8.44,6.68,77,1,0
P05951,0,4447,297,1841,46.73,2.31,42,0,0
P05952,0,1362,327,1325,22.74,6.79,99,1,0
P05953,1,925,301,1495,20.16,9.4,27,0,0
P05954,1,2443,511,393,3.45,13.46,91,0,0
P05955,0,2577,337,1630,36.67,5.24,84,1,0
P05956,1,3980,584,2028,34.73,17.95,58,1,0
P05957,0,2405,373,3068,18.79,9.7,28,0,0
P05958,0,1419,552,2707,34.59,8.1,37,0,0
P05959,1,2875,93,911,18.37,11.88,33,1,0
P05960,1,59,131,1282,3.66,3.35,64,0,0
P05961,1,2524,610,3613,36.9,2.13,19,1,0
P05962,1,3797,909,2577,48.26,6.93,25,0,0
P05963,1,2659,909,1210,32.41,0.8,26,0,0
P05964,1,4096,52,1235,13.82,7.55,22,0,0
P05965,1,1578,495,1058,13.5,13.43,70,0,0
P05966,1,4406,228,1170,46.45,16.24,21,0,0
P05967,1,3105,639,3353,15.16,11.6,46,0,0
P05968,0,707,211,3618,38.41,13.83,98,0,0
P05969,1,1780,796,1272,32.15,16.66,67,1,0
P05970,1,2413,790,56,29.63,15.46,92,1,0
P05971,1,4953,503,1892,9.05,6.4,99,1,0
P05972,0,3406,494,3376,1.72,11.47,66,0,0
P05973,1,2161,852,2569,24.43,5.3,65,0,0
P05974,1,3539,670,1748,49.41,11.53,68,1,0
P05975,0,608,863,360,9.79,8.52,81,1,0
P05976,1,308,232,3308,26.84,7.46,97,0,0
P05977,0,4307,70,2281,33.55,3.67,14,0,0
P05978,0,2364,716,1948,24.18,11.24,43,0,0
P05979,1,184,188,222,25.35,14.59,50,0,0
P05980,1,245,662,1639,33.06,11.43,64,0,0
P05981,1,238,7,326,40.75,1.38,85,1,0
P05982,0,519,331,1121,16.66,18.49,24,0,0
P05983,1,3907,611,1249,44.96,0.11,60,0,0
P05984,0,276,15,1757,24.25,17.7,16,0,0
P05985,0,4028,665,835,33.09,15.32,96,1,0
P05986,0,4309,668,2536,5.33,1.93,51,0,0
P05987,1,605,92,2525,24.62,4.73,57,0,0
P05988,1,4573,261,984,0.81,6.98,80,0,0
P05989,1,4603,548,1357,19.55,18.21,56,1,0
P05990,1,4053,160,791,2.72,19.6,37,0,0
P05991,0,2712,350,3626,44.85,1.74,68,0,0
P05992,1,141,173,1886,33.64,7.94,36,0,0
P05993,1,3661,316,2559,39.59,2.99,74,0,0
P05994,1,2369,936,3060,23.38,5.57,75,0,0
P05995,0,1717,17,381,42.59,19.62,33,1,0
P05996,1,4556,485,1446,43.65,19.69,34,0,0
P05997,1,4765,366,1371,17.84,9.44,59,1,0
P05998,1,3427,350,3224,18.84,3.66,38,0,0
P05999,1,2324,527,1874,25.41,10.94,45,0,0
P06000,0,1844,871,2499,2.11,6.41,15,0,0
P06001,1,399,434,3361,49.79,18.58,87,0,0
P06002,0,4763,932,2008,17.96,16.36,30,0,0
P06003,1,2563,269,1142,23.54,6.18,13,1,0
P06004,1,1522,870,213,37.74,0.37,46,1,0
P06005,0,1334,67,564,14.88,19.96,31,0,0
P06006,1,2623,29,731,10.08,13.67,76,0,0
P06007,1,238,315,438,6.37,8.51,16,0,0
P06008,0,3215,820,2802,26.4,5.77,55,0,0
P06009,1,3647,736,1588,0.27,0.09,35,1,0
P06010,0,1616,163,628,35.48,3.08,41,1,0
P06011,1,2429,925,902,23.07,0.12,81,0,0
P06012,1,3652,319,1470,26.59,11.95,18,1,0
P06013,1,1721,13,3113,13.16,13.27,6,0,0
P06014,1,1272,278,394,8.91,15.34,54,1,0
P06015,1,3139,431,246,35.0,3.74,29,1,0
P06016,1,2878,667,2952,10.51,1.92,75,0,0
P06017,0,1535,633,3362,39.0,13.01,74,0,0
P06018,1,535,262,2295,10.18,10.0,28,1,0
P06019,1,948,681,1636,30.63,17.51,66,0,0
P06020,0,4958,521,2646,32.19,10.67,33,0,0
P06021,1,2642,963,2912,25.28,8.9,33,0,0
P06022,1,3941,171,1472,49.84,9.76,94,1,0
P06023,1,1021,357,2131,18.79,15.65,85,0,0
P06024,0,433,12,2820,44.17,0.37,1,0,0
P06025,0,1403,724,1244,8.46,18.36,26,1,0
P06026,0,3511,672,2098,16.86,14.28,46,1,0
P06027,1,2935,231,2597,7.27,17.71,99,0,0
P06028,0,4878,475,2818,30.18,19.19,95,0,0
P06029,1,4264,470,980,31.91,4.52,56,1,0
P06030,0,4804,159,1210,22.68,11.57,98,0,0
P06031,1,3333,638,1548,36.01,9.72,16,1,0
P06032,0,1602,559,3294,43.38,10.75,97,0,0
P06033,1,228,260,2512,38.83,0.95,25,0,0
P06034,0,4522,572,418,12.08,18.28,9,1,0
P06035,1,4217,633,2134,16.02,19.09,38,0,0
P06036,0,2196,601,258,19.01,13.7,8,0,0
P06037,1,2899,358,3252,10.19,5.17,24,1,0
P06038,1,110,254,2358,18.06,15.74,19,0,0
P06039,0,1244,601,2220,11.9,14.62,14,0,0
P06040,1,4159,514,3393,49.79,11.49,90,0,0
P06041,1,2685,279,3411,39.16,3.4,10,1,0
P06042,0,3801,116,1519,43.0,4.02,15,1,0
